district,area_name,land_area_sqm,land_type,street_width_m,main_road_access,near_services,zoning_category,zoning_score,development_level,corner_plot,shape_regular,slope_level,lat,lng,asking_price_jod,price_per_sqm_jod,estimated_market_value_jod,fairness_label
Marka,Marka South,628.97,commercial,6.0,1,1,commercial_local,8,medium,0,0,moderate,31.996712,35.9491,216253.73,336.83,211856.54,Fair Price
Marj Al Hamam,Marj Center,879.15,residential,20.0,0,0,C,6,medium,0,1,flat,31.884871,35.8021,263544.87,266.27,234094.26,Overpriced
Dabouq,Airport Road West,864.38,residential,16.0,0,1,C,6,low,0,1,flat,31.996878,35.826037,1066878.7,1301.98,1125404.1,Fair Price
Sweileh,Sweileh North,952.6,residential,12.0,0,1,D,5,prime,0,1,flat,32.024635,35.857541,299456.6,346.39,329974.52,Fair Price
Jabal Amman,1st Circle,1244.99,commercial,14.0,0,1,commercial_general,10,prime,0,1,steep,31.94452,35.917526,2166151.59,1824.77,2271818.87,Fair Price
Dabouq,Dabouq Villas,940.41,residential,24.0,0,1,A,9,prime,1,1,moderate,31.98822,35.834587,1268754.12,1320.0,1241345.19,Fair Price
Marj Al Hamam,Marj Hills,486.43,residential,6.0,0,1,B,8,high,0,1,moderate,31.883787,35.785066,142361.45,289.88,141003.97,Fair Price
Marka,Marka South,684.98,residential,12.0,0,1,D,5,medium,0,1,flat,31.993689,35.964126,140811.94,203.03,139071.99,Fair Price
Khalda,Khalda Circle,492.52,residential,8.0,0,1,A,9,prime,0,0,moderate,32.026664,35.846818,193260.35,408.04,200970.51,Fair Price
Sweileh,Sweileh North,786.21,residential,16.0,1,1,A,9,low,0,1,moderate,32.031658,35.854557,357693.42,447.24,351620.42,Fair Price
Jabal Amman,4th Circle,932.46,residential,10.0,0,1,A,9,high,0,1,flat,31.952098,35.916085,896945.83,1063.58,991743.97,Fair Price
Deir Ghbar,Deir Ghbar Heights,880.51,agricultural,16.0,0,0,agricultural,3,high,0,1,flat,31.937933,35.852744,188097.02,164.65,144977.11,Overpriced
Abdoun,South Abdoun,825.06,commercial,14.0,1,1,commercial_general,10,high,0,1,flat,31.947176,35.883734,1779947.16,2530.0,2087412.85,Underpriced
Tla Al Ali,Tla Al Ali West,2944.19,agricultural,12.0,0,0,agricultural,3,medium,0,0,moderate,32.007397,35.858662,266315.86,87.88,258740.62,Fair Price
Tabarbour,Tabarbour Main,2086.66,agricultural,10.0,0,0,agricultural,3,prime,0,1,moderate,32.000505,35.925327,216568.15,109.95,229429.74,Fair Price
Tla Al Ali,Tla Al Ali East,300.79,commercial,10.0,0,0,commercial_local,8,prime,0,1,flat,32.006468,35.87,208482.8,817.71,245959.14,Underpriced
Deir Ghbar,Deir Ghbar South,736.09,commercial,8.0,1,1,commercial_general,10,high,0,1,flat,31.930293,35.85042,1036446.96,1485.12,1093177.78,Fair Price
Dabouq,Airport Road West,436.78,residential,24.0,0,1,C,6,high,0,0,flat,31.999302,35.828732,526764.82,1172.36,512066.97,Fair Price
Jabal Amman,4th Circle,2173.46,agricultural,16.0,0,0,agricultural,3,prime,0,1,moderate,31.953304,35.910222,512124.83,233.75,508038.68,Fair Price
Deir Ghbar,Deir Ghbar South,901.57,commercial,6.0,0,1,commercial_local,8,low,1,1,flat,31.928448,35.841124,1044192.56,945.46,852406.08,Overpriced
Marj Al Hamam,Marj Center,250.0,commercial,14.0,1,0,commercial_local,8,prime,0,1,flat,31.88309,35.78999,153120.68,534.77,133693.42,Overpriced
Deir Ghbar,Deir Ghbar Heights,836.01,residential,12.0,0,1,C,6,prime,1,1,moderate,31.934632,35.83972,666811.38,990.0,827650.72,Underpriced
Jabal Amman,4th Circle,315.16,commercial,10.0,0,1,commercial_general,10,high,0,1,steep,31.952141,35.917292,549567.01,1553.46,489583.23,Overpriced
Tabarbour,Tabarbour Main,954.49,residential,10.0,1,1,C,6,prime,0,1,flat,31.99974,35.927199,323695.21,352.0,335979.21,Fair Price
Tabarbour,Tabarbour Main,541.89,residential,12.0,0,0,B,8,low,0,1,flat,31.988366,35.928544,73457.78,176.75,95777.84,Underpriced
Um Uthaina,Um Uthaina South,773.6,residential,10.0,1,0,D,5,high,0,1,moderate,31.96248,35.887471,986895.12,1050.06,812326.39,Overpriced
Jabal Amman,4th Circle,901.1,residential,20.0,0,1,A,9,high,1,1,flat,31.957102,35.914974,1551804.53,1485.0,1338128.55,Overpriced
Shmeisani,West Shmeisani,500.96,residential,14.0,0,1,B,8,prime,0,0,flat,31.961107,35.882645,333780.54,771.61,386546.92,Underpriced
Tla Al Ali,Tla Al Ali West,902.4,residential,16.0,0,0,A,9,high,0,1,flat,32.008247,35.855167,385986.58,411.09,370970.3,Fair Price
Al Jubeiha,Jubeiha University Side,673.69,residential,6.0,0,1,B,8,medium,1,1,moderate,32.025806,35.876926,332622.64,457.47,308195.35,Fair Price
Deir Ghbar,Deir Ghbar Heights,3300.92,agricultural,10.0,0,1,agricultural,3,prime,0,0,flat,31.932944,35.850679,628617.61,178.09,587873.07,Fair Price
Sweileh,Sweileh Center,689.1,residential,20.0,0,1,C,6,medium,1,1,moderate,32.030698,35.852178,352704.69,473.0,325943.87,Fair Price
Shmeisani,Central Shmeisani,821.31,residential,24.0,0,1,B,8,high,0,1,moderate,31.968939,35.884957,691237.1,935.0,767926.01,Fair Price
Marj Al Hamam,Marj Hills,439.52,residential,14.0,0,0,D,5,prime,0,1,flat,31.893579,35.788805,95875.11,192.57,84640.47,Overpriced
Sahab,Sahab Industrial Edge,857.88,residential,16.0,0,1,D,5,medium,0,1,steep,31.871966,36.001785,91885.38,130.13,111639.44,Underpriced
Sweileh,Sweileh Center,800.0,agricultural,14.0,0,1,agricultural,3,medium,1,1,flat,32.027294,35.864154,120574.11,154.33,123464.43,Fair Price
Sweileh,Sweileh Center,790.49,residential,30.0,0,1,A,9,high,0,1,flat,32.030855,35.861343,326443.75,473.0,373901.42,Underpriced
Khalda,Khalda Circle,1113.68,residential,20.0,0,1,C,6,low,0,1,flat,32.029676,35.847488,545318.12,493.06,549108.37,Fair Price
Sahab,Sahab Industrial Edge,1160.59,residential,14.0,0,0,C,6,medium,0,1,flat,31.865414,36.013982,129209.63,111.07,128908.07,Fair Price
Sahab,Sahab Industrial Edge,677.21,residential,12.0,0,1,B,8,prime,0,1,flat,31.865765,36.015941,149495.53,198.0,134087.66,Overpriced
Um Uthaina,Um Uthaina South,833.43,residential,20.0,0,1,C,6,prime,0,1,moderate,31.965272,35.880154,811861.75,952.11,793513.89,Fair Price
Tabarbour,Inner Neighborhood,478.62,residential,16.0,1,1,B,8,high,1,1,moderate,31.995414,35.935604,148746.93,352.0,168473.69,Underpriced
Tabarbour,Inner Neighborhood,1099.98,agricultural,16.0,0,0,agricultural,3,high,0,1,moderate,32.007157,35.928575,107171.66,86.13,94745.12,Overpriced
Shmeisani,West Shmeisani,895.24,residential,16.0,1,1,D,5,high,0,1,flat,31.973416,35.883195,771326.49,740.18,662641.98,Overpriced
Um Uthaina,Um Uthaina North,3794.58,agricultural,8.0,1,1,agricultural,3,prime,0,0,flat,31.963775,35.869486,1100982.64,271.29,1029422.88,Fair Price
Dabouq,Airport Road West,833.18,residential,16.0,0,1,C,6,prime,1,1,flat,31.997339,35.825587,850294.2,959.01,799031.51,Fair Price
Dabouq,Airport Road West,683.81,residential,10.0,1,0,C,6,high,0,1,steep,31.992603,35.821809,635503.61,966.33,660787.48,Fair Price
Khalda,Khalda North,1099.05,commercial,12.0,1,1,commercial_local,8,low,0,1,moderate,32.026026,35.849367,678883.06,648.8,713064.25,Fair Price
Jabal Amman,1st Circle,4634.22,agricultural,16.0,1,1,agricultural,3,prime,0,1,flat,31.95296,35.933005,1042198.94,242.0,1121480.33,Fair Price
Sweileh,Sweileh North,800.0,agricultural,6.0,0,0,agricultural,3,high,0,0,flat,32.022085,35.865146,42882.83,79.71,63766.95,Underpriced
Marka,Marka North,873.36,residential,16.0,0,0,D,5,high,0,1,moderate,31.993602,35.951089,125979.45,132.34,115579.03,Fair Price
Sahab,Sahab Industrial Edge,866.31,residential,24.0,1,1,B,8,high,1,0,flat,31.875057,36.006255,183420.4,198.0,171528.61,Fair Price
Sweileh,Sweileh North,2288.52,agricultural,8.0,0,0,agricultural,3,high,1,1,flat,32.016347,35.860016,349673.22,144.29,330214.45,Fair Price
Dabouq,Dabouq Villas,1053.6,agricultural,16.0,0,0,agricultural,3,prime,0,1,flat,31.989756,35.825851,332380.89,306.41,322829.79,Fair Price
Shmeisani,West Shmeisani,741.37,commercial,12.0,0,1,commercial_general,10,high,0,1,flat,31.958994,35.884524,1198529.91,1702.38,1262100.6,Fair Price
Tabarbour,Inner Neighborhood,682.46,residential,10.0,0,1,B,8,prime,0,0,flat,32.001682,35.943407,126800.35,213.51,145713.66,Underpriced
Abdoun,South Abdoun,880.64,residential,12.0,1,0,D,5,high,0,1,flat,31.942218,35.885361,1065890.33,1181.16,1040171.47,Fair Price
Sahab,Sahab Industrial Edge,519.59,residential,20.0,1,1,B,8,low,0,1,steep,31.873952,36.007165,63229.7,123.45,64143.11,Fair Price
Tla Al Ali,Tla Al Ali West,691.92,residential,6.0,0,1,C,6,high,1,1,flat,32.006299,35.848812,330815.42,419.95,290569.34,Overpriced
Tla Al Ali,Tla Al Ali West,624.22,residential,14.0,0,1,B,8,prime,0,0,moderate,32.01402,35.861917,419966.44,572.0,357056.56,Overpriced
Sahab,Sahab Industrial Edge,776.35,residential,30.0,0,1,C,6,prime,0,0,flat,31.867342,36.004784,95052.96,128.53,99785.29,Fair Price
Marka,Marka South,708.7,commercial,8.0,1,0,commercial_general,10,prime,0,1,moderate,31.988312,35.950488,396228.16,509.08,360780.15,Fair Price
Al Jubeiha,Jubeiha University Side,1903.61,agricultural,16.0,0,1,agricultural,3,high,1,1,moderate,32.033963,35.867078,201046.98,127.31,242356.0,Underpriced
Marj Al Hamam,Marj Hills,463.72,residential,10.0,0,1,C,6,medium,0,1,steep,31.880691,35.783283,104856.26,180.82,83850.51,Overpriced
Marka,Marka North,973.03,residential,20.0,0,1,D,5,medium,1,1,moderate,31.998416,35.952141,180007.36,176.8,172033.68,Fair Price
Sweileh,Sweileh North,841.38,residential,12.0,0,1,D,5,high,0,1,flat,32.024426,35.860763,343766.49,408.31,343548.24,Fair Price
Marj Al Hamam,Marj Center,928.11,residential,8.0,0,1,B,8,medium,1,0,moderate,31.887144,35.796498,246602.36,275.03,255256.41,Fair Price
Sahab,Sahab Center,2260.32,agricultural,12.0,0,1,agricultural,3,prime,0,1,flat,31.866996,36.006797,254000.6,90.9,205464.5,Overpriced
Abdoun,South Abdoun,1010.02,residential,12.0,0,1,A,9,prime,0,0,flat,31.939704,35.879222,1263240.59,1342.66,1356112.22,Fair Price
Shmeisani,West Shmeisani,1236.45,commercial,8.0,0,1,commercial_local,8,high,0,0,moderate,31.962542,35.888658,1227606.57,1109.51,1371842.9,Underpriced
Naour,Naour Center,1872.97,agricultural,20.0,0,0,agricultural,3,prime,1,1,flat,31.86198,35.769441,224619.22,110.0,206027.22,Fair Price
Jabal Amman,4th Circle,930.34,residential,16.0,0,1,D,5,prime,0,1,moderate,31.94765,35.91209,1400817.88,1340.18,1246822.62,Overpriced
Khalda,Khalda Circle,671.0,commercial,10.0,0,1,commercial_local,8,medium,0,1,flat,32.01754,35.843187,499964.7,753.03,505281.69,Fair Price
Marj Al Hamam,Marj Hills,1046.67,residential,8.0,0,0,C,6,high,0,1,flat,31.886023,35.800621,372665.96,313.15,327761.88,Overpriced
Naour,Naour West,879.7,residential,10.0,1,1,C,6,prime,0,1,flat,31.875625,35.762293,169852.48,208.81,183691.52,Fair Price
Al Jubeiha,Jubeiha University Side,734.48,residential,16.0,1,1,B,8,medium,1,1,flat,32.041537,35.867593,306253.59,462.0,339328.72,Fair Price
Al Jubeiha,Jubeiha North,609.74,residential,10.0,0,1,A,9,medium,0,1,steep,32.032354,35.8768,260922.17,418.15,254963.67,Fair Price
Sweileh,Sweileh North,784.29,residential,20.0,0,1,C,6,low,1,1,flat,32.027773,35.856051,197770.24,308.96,242312.09,Underpriced
Dabouq,Dabouq Villas,2859.54,agricultural,20.0,0,1,agricultural,3,high,1,0,steep,31.988727,35.838443,601904.87,184.92,528787.42,Overpriced
Naour,Naour Center,910.06,residential,8.0,0,0,D,5,medium,0,0,moderate,31.867458,35.75956,109398.41,146.99,133768.1,Underpriced
Sahab,Sahab Center,798.49,commercial,10.0,0,0,commercial_general,10,prime,0,1,moderate,31.86659,36.009504,329345.55,375.94,300181.49,Fair Price
Tabarbour,Tabarbour Main,403.22,commercial,24.0,0,1,commercial_local,8,high,0,1,flat,31.985004,35.931816,304027.35,713.0,287493.6,Fair Price
Jabal Amman,4th Circle,398.89,commercial,14.0,0,1,commercial_local,8,prime,0,0,moderate,31.951738,35.914813,821184.04,1917.22,764759.91,Fair Price
Abdoun,North Abdoun,919.93,residential,24.0,1,1,C,6,prime,0,1,flat,31.93598,35.879157,1573302.21,1540.0,1416694.0,Overpriced
Tla Al Ali,Tla Al Ali West,490.81,residential,8.0,0,0,B,8,high,0,1,flat,32.004621,35.870157,179601.88,367.77,180502.76,Fair Price
Shmeisani,Central Shmeisani,4479.41,agricultural,6.0,0,0,agricultural,3,prime,0,1,flat,31.97171,35.889536,583880.28,139.18,623429.84,Fair Price
Tla Al Ali,Tla Al Ali West,679.38,commercial,16.0,0,0,commercial_local,8,prime,1,1,flat,32.006364,35.873222,600860.04,1035.0,703154.68,Underpriced
Um Uthaina,Um Uthaina North,787.38,residential,20.0,1,1,D,5,prime,0,1,flat,31.95914,35.873971,982055.87,1114.89,877840.89,Overpriced
Deir Ghbar,Deir Ghbar South,536.15,residential,12.0,0,0,D,5,high,0,0,flat,31.929526,35.845684,489734.9,850.48,455987.7,Fair Price
Sahab,Sahab Industrial Edge,759.32,commercial,20.0,1,1,commercial_general,10,low,0,1,flat,31.867149,36.00318,281443.19,412.72,313382.18,Underpriced
Shmeisani,Central Shmeisani,435.92,commercial,12.0,0,0,commercial_local,8,high,1,0,moderate,31.966442,35.89104,387512.82,986.85,430185.54,Fair Price
Shmeisani,Central Shmeisani,2579.24,agricultural,8.0,0,0,agricultural,3,prime,0,0,flat,31.966137,35.890433,306272.07,117.57,303239.98,Fair Price
Tla Al Ali,Tla Al Ali West,690.27,commercial,8.0,0,1,commercial_local,8,high,0,1,flat,32.005584,35.874192,434013.7,958.84,661857.61,Underpriced
Deir Ghbar,Deir Ghbar South,806.41,residential,10.0,0,1,D,5,prime,1,1,flat,31.929748,35.84604,775030.74,920.94,742654.94,Fair Price
Deir Ghbar,Deir Ghbar South,3273.44,agricultural,20.0,1,1,agricultural,3,prime,0,1,flat,31.935075,35.8402,734209.58,242.0,792172.84,Fair Price
Al Jubeiha,Jubeiha North,819.94,residential,12.0,0,1,C,6,high,0,1,moderate,32.03803,35.870031,194029.32,249.87,204882.75,Fair Price
Marj Al Hamam,Marj Center,1199.3,agricultural,14.0,0,0,agricultural,3,high,0,1,flat,31.884483,35.789326,98407.64,92.96,111481.92,Underpriced
Shmeisani,West Shmeisani,968.69,residential,12.0,1,1,B,8,prime,0,1,moderate,31.969174,35.882537,717236.09,812.03,786607.39,Fair Price
Marj Al Hamam,Marj Hills,3013.01,agricultural,12.0,0,0,agricultural,3,high,1,1,moderate,31.881144,35.795012,415956.92,116.11,349836.83,Overpriced
Naour,Naour Center,1059.91,commercial,20.0,1,1,commercial_general,10,prime,0,1,moderate,31.879927,35.759693,510606.96,437.0,463180.97,Overpriced
Marka,Marka North,713.48,residential,10.0,0,0,D,5,medium,0,1,flat,31.995693,35.955131,120289.05,156.45,111626.83,Fair Price
Deir Ghbar,Deir Ghbar Heights,3737.21,agricultural,16.0,1,0,agricultural,3,low,0,0,moderate,31.929206,35.852652,609466.91,171.14,639584.88,Fair Price
Naour,Naour Center,1027.29,agricultural,8.0,0,1,agricultural,3,medium,0,1,flat,31.871145,35.762907,105436.44,88.48,90897.8,Overpriced
Khalda,Khalda North,1335.21,commercial,12.0,1,1,commercial_general,10,medium,0,0,moderate,32.02272,35.840961,1269653.02,823.01,1098895.09,Overpriced
Dabouq,Dabouq Villas,1041.62,residential,20.0,1,1,C,6,prime,0,1,steep,31.995002,35.833683,1152635.41,1049.84,1093526.62,Fair Price
Marka,Marka North,1083.8,commercial,6.0,0,0,commercial_general,10,low,0,0,moderate,31.995736,35.953765,321823.85,275.58,298668.68,Fair Price
Abdoun,South Abdoun,893.28,residential,16.0,1,0,A,9,high,1,1,steep,31.947909,35.883786,845372.38,1260.43,1125918.02,Underpriced
Dabouq,Dabouq Villas,961.44,residential,16.0,0,1,C,6,high,0,1,flat,31.993039,35.831665,1212090.85,1204.87,1158409.22,Fair Price
Al Jubeiha,Jubeiha University Side,1312.82,commercial,14.0,0,1,commercial_local,8,high,0,1,flat,32.028354,35.876944,985605.63,771.04,1012234.41,Fair Price
Tla Al Ali,Tla Al Ali West,344.88,residential,14.0,0,1,C,6,high,0,1,steep,32.006566,35.868212,161544.3,379.36,130835.56,Overpriced
Khalda,Khalda North,347.75,residential,16.0,0,0,D,5,prime,1,1,steep,32.025478,35.844175,114133.63,418.8,145637.8,Underpriced
Um Uthaina,Um Uthaina South,912.89,residential,16.0,0,1,C,6,prime,1,0,flat,31.966974,35.873737,1168916.62,1320.0,1205020.29,Fair Price
Tla Al Ali,Tla Al Ali East,738.56,residential,14.0,0,1,A,9,prime,0,1,steep,32.006596,35.862445,228445.21,353.28,260916.86,Underpriced
Marka,Marka North,880.41,residential,10.0,0,0,C,6,high,0,1,moderate,31.996417,35.950635,153792.71,213.46,187935.57,Underpriced
Jabal Amman,4th Circle,587.1,residential,8.0,0,1,B,8,prime,0,1,moderate,31.959197,35.923142,665875.35,1251.52,734769.35,Fair Price
Marka,Marka South,688.15,residential,20.0,0,1,D,5,prime,1,1,flat,31.997663,35.947381,145061.88,212.2,146022.74,Fair Price
Sweileh,Sweileh Center,955.14,commercial,20.0,1,1,commercial_local,8,high,0,1,moderate,32.020041,35.85732,526633.54,558.81,533744.32,Fair Price
Abdoun,South Abdoun,331.15,residential,12.0,0,1,D,5,high,0,1,flat,31.939024,35.886241,491243.96,1540.0,509964.28,Fair Price
Naour,Naour Center,1266.74,residential,12.0,0,0,C,6,medium,0,1,flat,31.870842,35.759013,249815.53,164.97,208979.65,Overpriced
Jabal Amman,1st Circle,820.71,commercial,14.0,0,0,commercial_local,8,prime,0,0,flat,31.952213,35.920058,1490445.95,1557.27,1278068.24,Overpriced
Marj Al Hamam,Marj Center,575.42,residential,6.0,0,1,B,8,low,1,1,moderate,31.887944,35.795373,128820.41,247.23,142257.06,Fair Price
Sahab,Sahab Center,895.67,residential,12.0,0,1,D,5,high,0,0,steep,31.867328,35.998624,113578.74,136.57,122317.77,Fair Price
Jabal Amman,1st Circle,2859.79,agricultural,8.0,1,0,agricultural,3,high,1,1,flat,31.948233,35.913752,590550.09,188.14,538053.1,Fair Price
Sahab,Sahab Industrial Edge,5169.24,agricultural,24.0,0,0,agricultural,3,high,0,0,flat,31.865888,36.00094,246043.08,48.25,249395.68,Fair Price
Deir Ghbar,Deir Ghbar South,669.76,residential,12.0,0,1,B,8,prime,0,1,flat,31.930714,35.844666,713905.2,990.0,663061.72,Fair Price
Marka,Marka South,1294.03,agricultural,8.0,0,0,agricultural,3,medium,0,1,flat,31.999254,35.948315,92573.39,77.2,99899.12,Fair Price
Al Jubeiha,Jubeiha North,808.35,residential,10.0,0,1,C,6,medium,0,0,moderate,32.034639,35.86841,177142.61,214.86,173685.16,Fair Price
Shmeisani,West Shmeisani,891.03,commercial,20.0,1,1,commercial_local,8,low,0,1,flat,31.970261,35.883497,900967.59,1189.5,1059873.38,Underpriced
Naour,Naour West,904.41,commercial,12.0,0,1,commercial_local,8,high,0,1,moderate,31.87337,35.76373,298409.01,338.5,306137.59,Fair Price
Shmeisani,Central Shmeisani,751.39,commercial,20.0,1,1,commercial_local,8,prime,0,1,flat,31.968936,35.889217,1185324.71,1328.97,998573.37,Overpriced
Khalda,Khalda Circle,343.52,commercial,16.0,1,0,commercial_local,8,medium,0,1,moderate,32.025613,35.85769,204683.46,527.16,181091.79,Overpriced
Tabarbour,Inner Neighborhood,421.98,residential,8.0,0,1,C,6,high,0,1,moderate,31.986064,35.921107,82272.25,233.01,98324.99,Underpriced
Abdoun,South Abdoun,902.4,commercial,6.0,1,1,commercial_general,10,prime,1,1,steep,31.95145,35.870852,1479098.98,1851.57,1670857.96,Underpriced
Jabal Amman,1st Circle,681.8,commercial,8.0,0,1,commercial_general,10,high,1,1,moderate,31.954115,35.923246,1178004.82,2086.99,1422909.1,Underpriced
Tabarbour,Inner Neighborhood,659.39,residential,20.0,1,1,D,5,prime,0,1,moderate,31.99309,35.934665,240073.89,352.0,232106.05,Fair Price
Jabal Amman,1st Circle,670.53,commercial,16.0,1,1,commercial_local,8,high,1,1,steep,31.935327,35.925289,1982258.47,2218.7,1487714.48,Overpriced
Al Jubeiha,Jubeiha University Side,781.44,residential,14.0,1,0,D,5,high,0,1,steep,32.036401,35.86664,318700.0,393.6,307578.56,Fair Price
Khalda,Khalda Circle,715.06,residential,14.0,0,1,D,5,low,0,1,flat,32.030466,35.843155,406050.12,536.02,383285.65,Fair Price
Naour,Naour West,1034.49,residential,8.0,0,1,B,8,medium,0,1,flat,31.862852,35.764006,152706.75,147.91,153013.02,Fair Price
Um Uthaina,Um Uthaina South,677.27,commercial,8.0,1,0,commercial_local,8,low,0,1,flat,31.962319,35.880348,711607.76,1313.52,889611.56,Underpriced
Dabouq,Airport Road West,951.1,residential,12.0,0,1,B,8,prime,0,1,flat,31.992436,35.83136,1046505.93,1078.28,1025559.29,Fair Price
Khalda,Khalda Circle,729.22,residential,16.0,1,1,C,6,medium,0,1,flat,32.032653,35.845753,534238.0,606.89,442553.42,Overpriced
Al Jubeiha,Jubeiha University Side,2568.35,agricultural,8.0,0,0,agricultural,3,high,1,1,moderate,32.030179,35.866051,393957.61,149.83,384824.64,Fair Price
Al Jubeiha,Jubeiha North,708.61,residential,14.0,0,0,B,8,high,0,1,flat,32.038467,35.877877,230884.78,365.09,258710.12,Underpriced
Naour,Naour West,1757.8,agricultural,10.0,0,0,agricultural,3,high,0,1,flat,31.868048,35.761336,128274.76,76.41,134311.24,Fair Price
Shmeisani,West Shmeisani,1274.44,residential,8.0,0,1,C,6,high,0,1,flat,31.958446,35.882024,872660.89,684.25,872035.29,Fair Price
Sahab,Sahab Industrial Edge,1191.96,residential,10.0,1,1,C,6,medium,0,1,moderate,31.864498,35.998952,129237.74,126.21,150441.32,Underpriced
Marj Al Hamam,Marj Center,766.84,commercial,20.0,0,1,commercial_general,10,medium,1,0,flat,31.88248,35.798104,414872.47,565.0,433262.03,Fair Price
Deir Ghbar,Deir Ghbar South,2512.5,agricultural,8.0,0,0,agricultural,3,high,0,1,steep,31.925434,35.850384,464373.61,173.9,436926.05,Fair Price
Sweileh,Sweileh Center,710.49,residential,20.0,0,1,B,8,medium,0,1,steep,32.024219,35.850742,285101.26,401.07,284957.96,Fair Price
